fifa_database
player_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,release_clause_eur,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
229752,/player/229752/djibril-sow/230009,D.Sow,MohamethDjibrilIbrahimaSow,"CM,CDM",80,82,26500000,34000,25,2/6/1997,184,76,19,Bundesliga,1,1824,EintrachtFrankfurt,RCM,8,7/1/2019,2024,47,Switzerland,,,,Right,4,3,2,Medium/High,Lean(170-185),47000000,,77,69,77,78,77,80,70,69,63,81,66,76,68,62,83,82,76,78,75,78,73,72,72,90,75,70,80,80,75,78,58,81,77,79,74,6,12,9,7,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229906,/player/229906/leon-bailey/230009,L.Bailey,LeonBaileyButler,"RW,CF,LM",80,83,29000000,84000,24,8/9/1997,178,77,13,PremierLeague,1,2,AstonVilla,SUB,31,8/4/2021,2025,82,Jamaica,,,,Left,3,4,3,High/Low,Normal(170-185),57300000,"InjuryProne,Flair,SpeedDribbler(AI),OutsideFootShot,TechnicalDribbler(AI)",92,77,73,82,33,61,73,78,57,72,73,84,79,79,65,81,93,92,85,78,84,79,76,63,61,77,55,21,79,77,71,75,45,25,18,12,13,6,15,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230201,/player/230201/maikel-renan-catarino-fagundes/230009,MaikelCatarino,MaikelRenanCatarinoFagundes,"RB,RM",80,80,21000000,34000,26,2/29/1996,177,75,7,SerieA,1,1041,Corinthians,RB,4,6/20/2022,2025,54,Brazil,1370,RB,4,Right,3,3,1,High/Medium,Normal(170-185),39900000,SolidPlayer,76,51,70,77,77,70,81,48,69,73,49,78,55,49,75,77,81,72,83,81,71,52,55,85,68,56,62,77,57,61,41,54,79,78,76,15,13,12,10,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230204,/player/230204/heniton-enaldo-pires-tramontino/230009,HénitonPires,HénitonEnaldoPiresTramontino,GK,80,80,16500000,35000,26,2/29/1996,182,74,7,SerieA,1,1043,Flamengo,GK,1,6/20/2022,2025,54,Brazil,1370,SUB,12,Right,3,1,1,Medium/Medium,Normal(170-185),29700000,GKLongThrow,,,,,,,18,11,12,28,16,14,15,13,30,20,43,39,42,77,48,59,70,30,64,12,36,22,13,70,21,41,16,14,17,81,75,78,81,79,41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230271,/player/230271/laureano-thomas-santeiro-marre/230009,LaureSanteiro,LaureanoThomasSanteiroMarre,"CAM,LM,LW",80,80,25000000,27000,22,2/29/2000,171,63,7,SerieA,1,567,Fluminense,CAM,9,6/20/2022,2025,54,Brazil,1370,CAM,10,Left,5,4,1,Medium/Medium,Lean(170-185),47500000,"Flair,TechnicalDribbler(AI)",80,72,77,82,26,45,73,72,44,79,67,82,56,75,80,82,87,75,85,80,89,67,43,67,35,75,41,31,82,80,74,77,29,13,23,9,7,8,14,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230313,/player/230313/tony-josimar-abranjes-meneses/230009,TonyAbranjes,TonyJosimarAbranjesMeneses,CB,80,80,7000000,32000,34,2/29/1988,179,80,7,SerieA,1,1048,Internacional,LCB,3,6/20/2022,2025,54,Brazil,1370,SUB,13,Right,3,2,1,Medium/Medium,Stocky(170-185),13300000,,67,39,55,58,81,85,39,31,82,66,34,47,33,72,66,68,65,69,55,74,67,61,90,81,91,40,76,81,28,43,43,72,80,81,78,7,14,6,7,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230658,/player/230658/arthur-henrique-ramos-oliveira-melo/230009,Arthur,ArthurHenriqueRamosdeOliveiraMelo,"CM,CDM",80,82,26500000,100000,25,8/12/1996,171,73,13,PremierLeague,1,9,Liverpool,SUB,29,,2023,54,Brazil,,,,Right,3,4,2,Medium/Medium,Unique,,"Playmaker(AI),OutsideFootShot,TechnicalDribbler(AI)",71,65,80,86,72,68,79,56,51,84,69,84,80,60,83,89,73,69,85,81,90,76,69,71,65,73,70,75,70,77,69,86,74,74,71,6,13,13,11,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230767,/player/230767/renato-junior-luz-sanches/230009,RenatoSanches,RenatoJúniorLuzSanches,"CM,RM",80,85,31500000,72000,24,8/18/1997,176,70,16,Ligue1,1,73,ParisSaintGermain,SUB,18,8/4/2022,2027,38,Portugal,,,,Right,4,4,3,High/High,Normal(170-185),60600000,"InjuryProne,Flair,LongShotTaker(AI),SpeedDribbler(AI),OutsideFootShot,TechnicalDribbler(AI)",83,74,77,84,72,84,72,67,61,81,68,84,69,68,79,83,85,82,84,80,90,89,84,86,83,78,84,75,74,79,68,83,73,74,65,5,12,6,13,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230977,/player/230977/miguel-almiron/230009,M.Almirón,MiguelÁngelAlmirónRejala,"RW,RM",80,80,21000000,105000,28,2/10/1994,174,70,13,PremierLeague,1,13,NewcastleUnited,RW,24,1/31/2019,2024,58,Paraguay,,,,Left,2,4,1,High/High,Lean(170-185),39900000,"LongShotTaker(AI),SpeedDribbler(AI)",87,76,74,81,53,63,72,77,43,79,75,83,77,68,67,79,89,86,86,80,68,78,48,80,53,71,69,55,80,75,69,78,54,55,50,6,9,13,13,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231591,/player/231591/javier-galan-gil/230009,JaviGalán,JavierGalánGil,LB,80,80,20500000,28000,27,11/19/1994,172,70,53,LaLiga,1,450,CeltadeVigo,LB,17,7/31/2021,2026,45,Spain,,,,Left,2,3,1,High/Medium,Normal(170-185),43100000,"SpeedDribbler(AI),TechnicalDribbler(AI)",78,55,74,82,75,71,81,50,80,81,51,86,72,70,72,84,76,79,75,74,76,66,66,76,64,56,82,70,64,60,48,68,66,83,82,14,14,10,6,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231691,/player/231691/alban-lafont/230009,A.Lafont,AlbanLafont,GK,80,85,25500000,21000,23,1/23/1999,196,90,16,Ligue1,1,71,Nantes,GK,1,4/29/2021,2024,18,France,,,,Right,3,1,2,Medium/Medium,Lean(185+),52900000,"Leadership,RushesOutOfGoal,SaveswithFeet",,,,,,,13,6,13,54,9,14,13,12,51,10,48,45,60,71,53,51,73,40,70,9,20,11,4,56,16,61,20,14,12,83,77,68,77,86,47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231936,/player/231936/benjamin-white/230009,B.White,BenjaminWhite,"CB,RB",80,86,30000000,69000,24,10/8/1997,185,77,13,PremierLeague,1,1,Arsenal,RB,4,7/30/2021,2026,14,England,1318,SUB,21,Right,4,2,1,High/Medium,Lean(185+),63000000,LongPasser(AI),71,29,68,72,81,77,55,22,74,80,21,72,45,20,79,76,70,72,63,80,55,50,79,76,76,25,78,83,39,69,24,80,82,82,80,8,11,12,5,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232665,/player/232665/mauro-arambarri/230009,M.Arambarri,MauroWilneyArambarriRosa,"CDM,CM",80,83,25000000,32000,26,9/30/1995,175,74,53,LaLiga,1,1860,Getafe,CDM,18,7/1/2018,2023,60,Uruguay,,,,Right,3,3,1,Medium/Medium,Normal(170-185),54400000,"LongPasser(AI),LongShotTaker(AI)",61,64,74,73,78,77,63,55,62,79,43,72,69,70,78,79,63,59,59,77,75,83,53,78,77,77,83,79,60,74,50,65,80,81,80,7,13,13,15,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233500,/player/233500/luis-sinisterra/230009,L.Sinisterra,LuisFernandoSinisterraLucumí,"LM,RM",80,85,32000000,43000,23,6/17/1999,172,60,13,PremierLeague,1,8,LeedsUnited,SUB,23,7/7/2022,2027,56,Colombia,,,,Right,4,4,1,High/High,Normal(170-185),63200000,"Flair,SpeedDribbler(AI),OutsideFootShot",89,74,72,85,53,63,68,77,69,78,74,87,64,48,67,83,92,87,93,77,87,72,89,77,57,72,56,50,75,77,55,77,56,48,47,15,13,9,13,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233731,/player/233731/alexander-isak/230009,A.Isak,AlexanderIsak,ST,80,85,33000000,90000,22,9/21/1999,192,77,13,PremierLeague,1,13,NewcastleUnited,SUB,14,8/26/2022,2028,46,Sweden,1363,ST,9,Right,5,4,2,High/Low,Unique,65200000,"Flair,SpeedDribbler(AI),OutsideFootShot",83,79,68,83,29,68,61,79,74,75,79,85,70,65,52,86,80,85,79,79,66,81,71,68,75,76,52,29,83,76,75,77,25,21,18,7,6,9,7,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234574,/player/234574/jose-diogo-dalot-teixeira/230009,DiogoDalot,JoséDiogoDalotTeixeira,RB,80,86,31000000,90000,23,3/18/1999,184,76,13,PremierLeague,1,11,ManchesterUnited,RB,20,6/9/2018,2024,38,Portugal,1354,SUB,2,Right,4,4,2,High/High,Normal(170-185),65100000,"DivesIntoTackles(AI),LongPasser(AI),LongShotTaker(AI),TechnicalDribbler(AI)",83,61,77,79,76,79,78,52,74,80,44,81,80,52,73,78,80,86,77,79,71,79,86,83,76,68,81,76,77,78,47,78,76,77,77,10,6,10,6,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234742,/player/234742/harvey-barnes/230009,H.Barnes,HarveyLewisBarnes,LM,80,83,29000000,77000,24,12/9/1997,180,66,13,PremierLeague,1,95,LeicesterCity,LM,7,6/25/2016,2025,14,England,,,,Right,4,3,1,High/Medium,Normal(170-185),57300000,"LongShotTaker(AI),OutsideFootShot",86,76,75,80,43,65,75,76,46,76,68,80,76,69,69,81,85,86,78,79,79,80,59,74,66,78,53,43,80,77,54,77,44,43,40,6,5,11,8,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234943,/player/234943/florian-neuhaus/230009,F.Neuhaus,FlorianChristianNeuhaus,CM,80,84,29000000,34000,25,3/16/1997,185,77,19,Bundesliga,1,23,BorussiaMönchengladbach,RES,32,7/1/2017,2024,21,Germany,,,,Right,4,3,2,Medium/Medium,Lean(185+),51500000,"LongShotTaker(AI),Playmaker(AI)",68,73,79,80,67,67,68,73,55,84,63,80,77,55,85,80,64,72,79,79,78,75,54,81,65,80,60,72,70,81,53,75,67,67,64,6,11,10,11,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235410,/player/235410/youssef-en-nesyri/230009,Y.En-Nesyri,YoussefEn-Nesyri,ST,80,84,29500000,35000,25,6/1/1997,188,78,53,LaLiga,1,481,Sevilla,SUB,15,1/16/2020,2025,129,Morocco,111111,ST,19,Left,3,3,2,High/High,Lean(185+),64200000,"SpeedDribbler(AI),PowerHeader",81,80,60,74,35,78,51,82,86,72,76,76,63,56,58,78,78,83,67,80,40,83,92,80,76,75,76,31,82,52,71,74,27,31,27,13,9,14,9,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235844,/player/235844/edson-alvarez/230009,E.Álvarez,EdsonOmarÁlvarezVelázquez,"CDM,CM",80,84,27500000,17000,24,10/24/1997,187,73,10,Eredivisie,1,245,Ajax,CDM,4,7/22/2019,2025,83,Mexico,1386,CDM,4,Right,3,2,2,Low/High,Normal(185+),40600000,"DivesIntoTackles(AI),PowerHeader",71,57,67,69,82,86,64,57,81,76,63,68,42,40,72,71,69,72,60,76,68,70,78,87,86,40,86,83,56,63,65,72,84,81,79,7,11,10,7,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236045,/player/236045/reinildo-isnard-mandava/230009,Reinildo,ReinildoIsnardMandava,"LB,CB",80,80,19000000,56000,28,1/21/1994,180,73,53,LaLiga,1,240,AtléticoMadrid,LB,23,1/31/2022,2025,130,Mozambique,,,,Left,3,3,1,Medium/High,Lean(170-185),39900000,"SolidPlayer,EarlyCrosser",84,55,67,75,79,78,72,57,76,74,53,74,68,36,60,75,82,85,77,78,71,60,81,83,75,47,80,77,70,64,44,73,77,83,79,6,8,13,15,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236403,/player/236403/evan-ndicka/230009,E.Ndicka,ObiteEvanN'Dicka,CB,80,85,29500000,28000,22,8/20/1999,192,82,19,Bundesliga,1,1824,EintrachtFrankfurt,LCB,2,7/5/2018,2023,18,France,,,,Left,3,2,2,High/Medium,Normal(185+),52400000,,80,51,71,73,81,79,68,45,81,78,33,74,59,30,76,78,74,84,54,81,55,65,82,76,81,54,78,79,68,73,33,82,81,83,77,13,8,7,8,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236480,/player/236480/yves-bissouma/230009,Y.Bissouma,YvesBissouma,"CDM,CM",80,84,26500000,82000,25,8/30/1996,182,80,13,PremierLeague,1,18,TottenhamHotspur,SUB,38,6/17/2022,2026,126,Mali,,,,Right,3,4,1,High/Medium,Lean(170-185),52300000,"PowerFree-Kick,Flair,LongShotTaker(AI)",72,68,75,78,79,76,65,58,65,81,65,79,62,75,77,78,71,73,73,79,77,83,80,78,75,78,77,83,68,75,58,80,78,84,77,12,8,8,12,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236496,/player/236496/matteo-guendouzi/230009,M.Guendouzi,MattéoEliasKenzoGuendouziOlié,"CM,CDM",80,86,33000000,41000,23,4/14/1999,184,68,16,Ligue1,1,219,OlympiqueMarseille,RF,6,7/1/2022,2025,18,France,1335,SUB,6,Right,3,4,1,Medium/High,Lean(170-185),69300000,Playmaker(AI),76,68,79,78,77,81,67,65,69,85,55,75,75,67,80,80,76,76,84,79,71,74,76,89,75,68,86,83,72,82,70,84,75,79,77,6,13,6,13,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236632,/player/236632/david-neres-campos/230009,DavidNeres,DavidNeresCampos,"RM,RW,CAM",80,83,28000000,17000,25,3/3/1997,176,71,308,LigaPortugal,1,234,Benfica,RM,7,7/1/2022,2027,54,Brazil,,,,Left,3,5,3,Medium/Medium,Lean(170-185),58100000,"FinesseShot,Flair,OutsideFootShot,TechnicalDribbler(AI)",86,74,75,86,37,64,73,74,45,78,72,86,79,52,69,85,87,85,88,78,87,77,56,73,64,75,53,35,74,79,69,85,42,32,29,14,10,5,13,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236703,/player/236703/david-raum/230009,D.Raum,DavidRaum,"LB,LWB,LM",80,84,28000000,46000,24,4/22/1998,180,75,19,Bundesliga,1,112172,RBLeipzig,LB,22,7/31/2022,2027,21,Germany,1337,LB,17,Left,2,3,1,High/Low,Normal(170-185),49700000,,85,59,76,78,73,77,86,57,59,73,52,79,81,63,71,77,86,85,77,78,77,64,63,87,76,65,69,76,59,78,49,75,72,75,74,11,8,14,12,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236987,/player/236987/boubacar-kamara/230009,B.Kamara,BoubacarBernardKamara,"CDM,CM",80,86,31000000,69000,22,11/23/1999,184,68,13,PremierLeague,1,2,AstonVilla,LDM,44,7/1/2022,2027,18,France,,,,Right,3,3,2,Low/Medium,Lean(170-185),65100000,,70,54,72,73,80,79,64,47,72,79,28,71,59,47,77,77,69,70,68,75,66,67,79,82,78,63,78,84,52,72,63,84,79,82,80,8,12,8,6,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237238,/player/237238/scott-mctominay/230009,S.McTominay,ScottMcTominay,"CDM,CM",80,83,25000000,100000,25,12/8/1996,193,88,13,PremierLeague,1,11,ManchesterUnited,SUB,39,7/1/2013,2025,42,Scotland,1359,RCB,4,Right,3,3,2,Medium/High,Normal(185+),49400000,"LongShotTaker(AI),TeamPlayer",63,74,74,75,78,86,68,70,78,77,62,79,70,57,80,77,62,64,63,77,54,85,73,86,85,80,90,81,72,74,60,77,76,80,73,9,6,6,10,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238095,/player/238095/nikola-milenkovic/230009,N.Milenković,NikolaMilenković,CB,80,85,29000000,48000,24,10/12/1997,195,90,31,SerieA,1,110374,Fiorentina,LCB,4,7/10/2017,2027,51,Serbia,,,,Right,3,2,2,Medium/High,Normal(185+),51500000,SolidPlayer,64,45,62,62,81,83,66,38,83,69,35,60,43,29,66,70,67,62,50,76,34,60,73,79,86,54,84,78,25,55,34,78,82,82,78,8,7,13,7,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239093,/player/239093/jonathan-clauss/230009,J.Clauss,JonathanClauss,RWB,80,80,18500000,45000,29,9/25/1992,178,69,16,Ligue1,1,219,OlympiqueMarseille,RM,7,7/20/2022,2025,18,France,,,,Right,3,3,1,High/High,Lean(170-185),35200000,EarlyCrosser,84,69,76,78,69,70,84,68,58,75,56,77,77,77,67,78,85,83,83,81,70,77,62,88,63,68,67,68,75,75,52,76,67,75,72,15,14,15,8,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240243,/player/240243/matheus-santos-carneiro-da-cunha/230009,MatheusCunha,MatheusSantosCarneiroDaCunha,"ST,CAM,LM",80,85,32000000,56000,23,5/27/1999,184,75,13,PremierLeague,1,110,WolverhamptonWanderers,SUB,12,,2023,54,Brazil,,,,Right,4,4,2,Medium/Medium,Lean(170-185),,"Flair,LongShotTaker(AI),SpeedDribbler(AI),OutsideFootShot",84,81,75,84,32,73,75,82,68,78,75,86,77,64,67,84,81,86,85,81,70,82,74,80,72,81,68,25,83,77,74,82,29,28,32,8,7,13,13,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240273,/player/240273/emile-smith-rowe/230009,E.SmithRowe,EmileSmithRowe,"LM,CAM",80,87,43000000,65000,21,7/28/2000,182,72,13,PremierLeague,1,1,Arsenal,SUB,10,7/31/2017,2026,14,England,,,,Right,4,4,1,High/High,Normal(170-185),90300000,TechnicalDribbler(AI),78,71,76,81,32,61,74,75,36,81,60,84,72,58,67,81,80,76,75,77,75,70,34,73,61,67,52,28,81,80,64,78,37,30,31,11,8,14,8,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240679,/player/240679/teun-koopmeiners/230009,T.Koopmeiners,TeunKoopmeiners,"CM,CDM",80,84,30000000,49000,24,2/28/1998,183,77,31,SerieA,1,39,Atalanta,LCM,7,8/30/2021,2025,34,Netherlands,105035,SUB,20,Left,2,3,2,Medium/Medium,Normal(170-185),53300000,"SolidPlayer,LongPasser(AI),LongShotTaker(AI),Playmaker(AI)",70,72,80,76,76,77,76,67,73,84,66,75,69,77,83,80,64,74,66,83,71,78,78,85,75,76,73,79,72,76,85,79,77,75,75,14,8,14,12,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240690,/player/240690/nicolas-gonzalez/230009,N.González,NicolásIvánGonzález,"RW,LW",80,85,32000000,58000,24,4/6/1998,180,72,31,SerieA,1,110374,Fiorentina,SUB,22,7/1/2021,2026,52,Argentina,,,,Left,2,4,2,High/Medium,Lean(170-185),56800000,"InjuryProne,SpeedDribbler(AI),OutsideFootShot,TechnicalDribbler(AI)",87,73,73,83,45,64,78,79,80,80,68,85,65,42,66,85,85,88,81,76,78,69,79,76,55,59,67,39,77,69,84,76,38,46,39,10,6,9,5,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243245,/player/243245/orkun-kokcu/230009,O.Kökçü,OrkunKökçü,"CM,CAM",80,86,33500000,12000,21,12/29/2000,175,68,10,Eredivisie,1,246,Feyenoord,LCM,10,3/20/2017,2025,48,Turkey,,,,Right,5,3,2,Medium/Medium,Normal(170-185),53600000,"FinesseShot,LongShotTaker(AI),Playmaker(AI),OutsideFootShot",72,75,82,79,67,76,78,71,41,84,72,77,82,77,83,83,75,69,81,73,80,77,60,85,70,82,85,72,75,84,77,77,68,71,68,9,6,10,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244261,/player/244261/lovro-majer/230009,L.Majer,LovroMajer,CM,80,85,31500000,47000,24,1/17/1998,178,76,16,Ligue1,1,74,Rennes,RCM,21,8/26/2021,2027,10,Croatia,1328,SUB,17,Left,3,4,1,High/Medium,Lean(170-185),62200000,"Flair,Playmaker(AI),TechnicalDribbler(AI)",69,73,81,83,60,67,79,71,55,82,67,85,86,77,79,85,76,63,84,79,69,76,57,77,64,72,62,63,77,81,78,78,56,65,58,9,12,12,5,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244263,/player/244263/amir-rrahmani/230009,A.Rrahmani,AmirRrahmani,CB,80,80,18000000,57000,28,2/24/1994,192,83,31,SerieA,1,48,Napoli,RCB,13,1/20/2020,2024,219,Kosovo,,,,Right,4,2,1,Medium/Medium,Normal(185+),30600000,LongThrow-in,61,51,58,61,82,80,49,43,76,69,39,59,49,41,63,67,52,69,49,77,47,60,73,69,85,66,81,77,49,48,34,67,83,85,81,12,8,13,8,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244369,/player/244369/viktor-tsygankov/230009,V.Tsygankov,ViktorTsygankov,RM,80,83,29000000,1000,24,11/15/1997,178,72,332,PremierLeague,1,101047,DynamoKyiv,RM,15,1/1/2015,2023,49,Ukraine,1366,LM,15,Left,4,4,2,High/Medium,Lean(170-185),66000000,"Flair,Playmaker(AI),TeamPlayer,TechnicalDribbler(AI)",85,75,78,80,46,60,77,76,45,79,69,80,72,76,73,81,84,85,82,78,73,72,50,77,52,75,61,39,79,81,81,77,60,39,37,9,7,15,6,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244749,/player/244749/nayef-aguerd/230009,N.Aguerd,NayefAguerd,CB,80,83,24500000,70000,26,3/30/1996,190,76,13,PremierLeague,1,19,WestHamUnited,SUB,27,7/1/2022,2027,129,Morocco,111111,RCB,5,Left,3,2,2,Medium/Medium,Lean(185+),48400000,LongPasser(AI),73,50,64,65,80,75,48,40,81,76,41,58,55,41,72,75,65,79,58,80,56,69,89,70,76,54,77,81,52,60,48,73,78,83,78,7,15,9,14,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245279,/player/245279/sergio-reguilon-rodriguez/230009,Reguilón,SergioReguilónRodríguez,"LWB,LB",80,83,25500000,82000,25,12/16/1996,178,68,53,LaLiga,1,240,AtléticoMadrid,SUB,3,,2023,45,Spain,,,,Left,3,3,1,High/Medium,Lean(170-185),,"EarlyCrosser,SpeedDribbler(AI)",83,57,74,78,77,69,79,53,72,78,43,79,73,43,71,79,83,83,76,77,74,69,64,73,65,58,77,78,76,73,42,74,76,79,76,11,14,9,5,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245630,/player/245630/youssouf-fofana/230009,Y.Fofana,YoussoufFofana,"CDM,CM",80,84,27500000,46000,23,1/10/1999,185,74,16,Ligue1,1,69,Monaco,RDM,19,1/30/2020,2024,18,France,1335,SUB,13,Right,3,3,2,Medium/High,Normal(185+),54300000,,71,67,74,77,76,78,66,64,61,80,46,77,66,56,78,79,68,73,70,79,75,76,59,83,77,69,78,78,74,77,64,76,75,80,76,12,7,12,5,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
